編號	名稱	邮箱中描述	物品描述	禮包icon（大）	禮包icon（小）	魔力	皮膚id	水晶	能量	帮会货币	免费换装备buff	紫魂buff	經驗	聲望	競技場邀請券	好友點數	魔靈	卷軸	物品	精髓	魔灵碎片	魔灵碎片	符文	皮肤	禮包發放後有效時間	類型	广播message表id	數量(前端顯示用)
13003042	高級符籙*10	系統送來的禮物	蘊含神秘力量的符籙。|可召喚1名3~5星的武將。|結果無法預測。	images/icon/gaojifl_big.png	images/icon/gaojifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001002#10	0	0	0	0	0	0	8553600	2	0	0
13003043	傳奇符籙*1	系統送來的禮物	蘊含神秘力量的符籙。|可召喚1名4~5星的武將。|結果無法預測。	images/icon/chuanqifl_big.png	images/icon/chuanqifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001011#1	0	0	0	0	0	0	8553600	2	0	0
13003044	高級符籙*1	每日簽到送來的禮物	蘊含神秘力量的符籙。|可召喚1名3~5星的武將。|結果無法預測。	images/icon/gaojifl_big.png	images/icon/gaojifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001002#1	0	0	0	0	0	0	8553600	2	0	0
13003045	神魔符籙*1	每日簽到送來的禮物	蘊含神秘力量的符籙。|可召喚1名神屬性或魔屬性3~5星的武將。|結果無法預測。	images/shop/0030.png	images/icon/shenmofl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001010#1	0	0	0	0	0	0	8553600	2	0	0
13003046	高級符籙*1	中秋活動送來的禮物	蘊含神秘力量的符籙。|可召喚1名3~5星的武將。|結果無法預測。	images/icon/gaojifl_big.png	images/icon/gaojifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001002#1	0	0	0	0	0	0	8553600	2	0	0
13003047	水系符籙*1	中秋活動送來的禮物	蘊含神秘力量的符籙。|可召喚1名水屬性3~5星的武將。|結果無法預測。	images/shop/0003.png	images/icon/shuixifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001003#1	0	0	0	0	0	0	8553600	2	0	0
13003048	火系符籙*1	中秋活動送來的禮物	蘊含神秘力量的符籙。|可召喚1名火屬性3~5星的武將。|結果無法預測。	images/shop/0004.png	images/icon/huoxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001004#1	0	0	0	0	0	0	8553600	2	0	0
13003049	風系符籙*1	中秋活動送來的禮物	蘊含神秘力量的符籙。|可召喚1名風屬性3~5星的武將。|結果無法預測。	images/shop/0005.png	images/icon/fengxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001005#1	0	0	0	0	0	0	8553600	2	0	0
13003050	靈符碎片*50	系統送來的禮物	可以召喚特定武將的神奇符籙。|可召喚3-5星武將|	images/icon/lingfusuipian_big.png	images/icon/lingfusuipian_small.png	0	0	0	0	0	0	0	0	0	0	0	0	93001001#50	0	0	0	0	0	0	8553600	2	0	0
13003051	靈符碎片*600	系統送來的禮物	可以召喚特定武將的神奇符籙。|可召喚3-5星武將|	images/icon/lingfusuipian_big.png	images/icon/lingfusuipian_small.png	0	0	0	0	0	0	0	0	0	0	0	0	93001001#600	0	0	0	0	0	0	8553600	2	0	0
13004001	水屬性精靈怪*1	系統送來的禮物	武將	images/icon/jinglingshui_big.png	images/icon/jinglingshui_small.png	0	0	0	0	0	0	0	0	0	0	0	12000001:1:15#1	0	0	0	0	0	0	0	8553600	2	0	0
13004002	火屬性精靈怪*1	系統送來的禮物	武將	images/icon/jinglinghuo_big.png	images/icon/jinglinghuo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000002:1:15#1	0	0	0	0	0	0	0	8553600	2	0	0
13004003	風屬性精靈怪*1	系統送來的禮物	武將	images/icon/jinglingfeng_big.png	images/icon/jinglingfeng_small.png	0	0	0	0	0	0	0	0	0	0	0	12000003:1:15#1	0	0	0	0	0	0	0	8553600	2	0	0
13004004	神屬性精靈怪*1	系統送來的禮物	武將	images/icon/jinglingguang_big.png	images/icon/jinglingguang_small.png	0	0	0	0	0	0	0	0	0	0	0	12000004:1:15#1	0	0	0	0	0	0	0	8553600	2	0	0
13004005	魔屬性精靈怪*1	系統送來的禮物	武將	images/icon/jinglingmo_big.png	images/icon/jinglingmo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000005:1:15#1	0	0	0	0	0	0	0	8553600	2	0	0
13004006	小天魔*1	系統送來的禮物	武將	images/icon/xiaotianmo_big.png	images/icon/xiaotianmo_small.png	0	0	0	0	0	0	0	0	0	0	0	11000005:1:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13004007	神曹植*1	通關送來的禮物	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10009004:3:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13004008	3星魔魂怪*1	系統送來的禮物	元寶	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:3:25#1	0	0	0	0	0	0	0	8553600	2	0	0
13004108	3星魔魂怪*10	系統送來的禮物	武將	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:3:25#10	0	0	0	0	0	0	0	8553600	2	0	0
13004208	3星魔魂怪*20	系統送來的禮物	武將	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:3:25#20	0	0	0	0	0	0	0	8553600	2	0	0
13004308	3星魔魂怪*30	系統送來的禮物	武將	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:3:25#30	0	0	0	0	0	0	0	8553600	2	0	0
13004508	3星魔魂怪1只	通天塔送來的禮物	武將	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:3:25#1	0	0	0	0	0	0	0	8553600	2	0	0
13004608	4星魔魂怪1只	通天塔送來的禮物	武將	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:4:30#1	0	0	0	0	0	0	0	8553600	2	0	0
13004708	3星魔魂怪1只	新手目標送來的禮物	武將	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:3:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13004808	2星魔魂怪1只	中秋活動送來的禮物	武將	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:2:20#1	0	0	0	0	0	0	0	8553600	2	0	0
13004009	小天魔*1	小天魔禮包	武將	images/icon/xiaotianmo_big.png	images/icon/xiaotianmo_small.png	0	0	0	0	0	0	0	0	0	0	0	11000005:1:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13004109	小天魔*10	小天魔禮包	武將	images/icon/xiaotianmo_big.png	images/icon/xiaotianmo_small.png	0	0	0	0	0	0	0	0	0	0	0	11000005:1:1#10	0	0	0	0	0	0	0	8553600	2	0	0
13004209	小天魔*20	小天魔禮包	武將	images/icon/xiaotianmo_big.png	images/icon/xiaotianmo_small.png	0	0	0	0	0	0	0	0	0	0	0	11000005:1:1#20	0	0	0	0	0	0	0	8553600	2	0	0
13004309	小天魔*30	小天魔禮包	武將	images/icon/xiaotianmo_big.png	images/icon/xiaotianmo_small.png	0	0	0	0	0	0	0	0	0	0	0	11000005:1:1#30	0	0	0	0	0	0	0	8553600	2	0	0
13004509	小天魔*1	通天塔送來的禮物	武將	images/icon/xiaotianmo_big.png	images/icon/xiaotianmo_small.png	0	0	0	0	0	0	0	0	0	0	0	11000005:1:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13004010	15級精靈怪*1	系統送來的禮物	武將	images/icon/jinglingshui_big.png	images/icon/jinglingshui_small.png	0	0	0	0	0	0	0	0	0	0	0	12000101:1:15#1	0	0	0	0	0	0	0	8553600	2	0	0
13004011	15級精靈怪*1	系統送來的禮物	武將	images/icon/jinglinghuo_big.png	images/icon/jinglinghuo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000102:1:15#1	0	0	0	0	0	0	0	8553600	2	0	0
13004012	15級精靈怪*1	系統送來的禮物	武將	images/icon/jinglingfeng_big.png	images/icon/jinglingfeng_small.png	0	0	0	0	0	0	0	0	0	0	0	12000103:1:15#1	0	0	0	0	0	0	0	8553600	2	0	0
13004013	15級精靈怪*1	系統送來的禮物	武將	images/icon/jinglingguang_big.png	images/icon/jinglingguang_small.png	0	0	0	0	0	0	0	0	0	0	0	12000104:1:15#1	0	0	0	0	0	0	0	8553600	2	0	0
13004014	15級精靈怪*1	系統送來的禮物	武將	images/icon/jinglingmo_big.png	images/icon/jinglingmo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000105:1:15#1	0	0	0	0	0	0	0	8553600	2	0	0
13004015	覺醒風屬性小喬*1	登陸有禮活動送來的禮物	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10026103:4:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13004016	神屬性孫尚香*1	FB邀請活動送來的禮物	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10031004:4:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13004017	火屬性魏延*1	新手目標送來的禮物	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10016002:3:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13004018	七夕小喬*1	系統送來的禮物	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10026006:5:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13004019	风屬性魏延*1	新手目標送來的禮物	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10016003:3:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13004020	15級精靈怪	新手目標送來的禮物	武將	images/icon/jinglinghuo_big.png	images/icon/jinglinghuo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000102:1:15#1	0	0	0	0	0	0	0	8553600	2	0	0
13004021	女巫*1	系統送來的禮物	武將	images/avatars/10059006.png	images/avatars/10059006.png	0	0	0	0	0	0	0	0	0	0	0	10059006:5:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13004022	武財神*1	系統送來的禮物	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10094004:5:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13004023	武財神*1	系統送來的禮物	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10094005:5:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13004024	八歧大蛇*1	系統送來的禮物	武將	images/avatars/19000010.png	images/avatars/19000010.png	0	0	0	0	0	0	0	0	0	0	0	10102001:5:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13004025	刑天*1	系統送來的禮物	武將	images/avatars/19000005.png	images/avatars/19000005.png	0	0	0	0	0	0	0	0	0	0	0	10103001:5:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13004026	洪吉童*1	系統送來的禮物	武將	images/avatars/10113005.png	images/avatars/10113005.png	0	0	0	0	0	0	0	0	0	0	0	10113005:5:1#1	0	0	0	0	0	0	0	8553600	2	0	0
13005001	24小時雙倍經驗	系統送來的禮物	使用後持續時間內挑戰副本獲得經驗加倍	images/icon/exp_big.png	images/icon/exp_small.png	0	0	0	0	0	0	0	86400:10000	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13005002	72小時雙倍經驗	系統送來的禮物	使用後持續時間內挑戰副本獲得經驗加倍	images/icon/gaojiexp_big.png	images/icon/gaojiexp_small.png	0	0	0	0	0	0	0	259200:10000	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13005003	12小時雙倍經驗	系統送來的禮物	使用後持續時間內挑戰副本獲得經驗加倍	images/icon/exp_big.png	images/icon/exp_small.png	0	0	0	0	0	0	0	43200:10000	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13005004	12小時雙倍經驗	挑戰副本活動送來的禮物	使用後持續時間內挑戰副本獲得經驗加倍	images/icon/exp_big.png	images/icon/exp_small.png	0	0	0	0	0	0	0	43200:10000	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13005005	4小時雙倍經驗	新手目標送來的禮物	使用後持續時間內挑戰副本獲得經驗加倍	images/icon/exp_big.png	images/icon/exp_small.png	0	0	0	0	0	0	0	14400:10000	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13005006	12小時雙倍經驗	每日簽到送來的禮物	使用後持續時間內挑戰副本獲得經驗加倍	images/icon/exp_big.png	images/icon/exp_small.png	0	0	0	0	0	0	0	43200:10000	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13005007	4小時雙倍經驗	通關送來的禮物	使用後持續時間內挑戰副本獲得經驗加倍	images/icon/exp_big.png	images/icon/exp_small.png	0	0	0	0	0	0	0	14400:10000	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13005008	12小時雙倍經驗	新手目標送來的禮物	使用後持續時間內挑戰副本獲得經驗加倍	images/icon/exp_big.png	images/icon/exp_small.png	0	0	0	0	0	0	0	43200:10000	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13005101	24小時免費卸裝	系統送來的禮物	使用後24小時內可以免費卸下裝備	images/icons_free_unequip.png	images/giftbox_unequip_icon.png	0	0	0	0	0	86400	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13005201	24小時紫色魂魄	系統送來的禮物	使用後24小時內打開封印珠100%獲得高級魂魄	images/icon/zihunjuan_big.png	images/icon/zihunjuan_small.png	0	0	0	0	0	0	86400	0	0	0	0	0	0	0	0	0	0	0	0	604800	2	0	0
13006001	元寶*100	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006002	元寶*100	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006003	元寶*600	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006004	元寶*50	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006005	元寶*150	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006006	元寶*200	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006007	元寶*100	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006008	元寶*250	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006009	元寶*500	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006010	元寶*1400	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006011	元寶*3000	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006012	元寶*750	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006013	元寶*360	新手卡	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006014	元寶*1200	新手卡	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006015	元寶*50	簽到獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006016	元寶*1200	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006017	元寶*50	挑戰副本活動送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006018	元寶*100	挑戰副本活動送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006019	元寶*30	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006020	元寶*2400	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006021	元寶*20	評論活動送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006022	元寶*100	FB邀請活動送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006023	元寶*700	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006024	元寶*1400	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006025	元寶*2800	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	2800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006026	元寶*4200	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	4200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006027	元寶*360	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006028	元寶*100	媒體禮包送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006029	元寶*12000	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006030	元寶*24000	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006031	元寶*36000	系統送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	36000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006032	元寶*10	通天塔送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006033	元寶*20	通天塔送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006034	元寶*30	通天塔送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006035	元寶*40	通天塔送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006036	元寶*50	通天塔送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006037	元寶*100	通天塔送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006038	元寶*300	通天塔送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006039	元寶*10	抽獎活動送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006040	元寶*30	抽獎活動送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006041	元寶*88	抽獎活動送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006042	元寶*666	抽獎活動送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
13006043	元寶*100	寶石活動送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
